CutitronicsTreatmentID,TreatmentNumber,CutitronicsCartID,CutitronicsSKUID,CartLevel,CartState,CartDispensedAmount,CartEnvTemperature,CartEnvHumidity,CartEnvPollution,CartEnvUv,CutitronicsClientID,TreatmentStartDate,TreatmentType,CutitronicsCtrlID,CtrlBatteryLevel,CtrlTemperature,CtrlDatetime,CtrlState,CtrlStatus,CtrlFirmwareVersion,CtrlLatitude,CtrlLongitude,CtrlSkinHealth,CtrlHumidity,CtrlaccData,MeasurementArea,Status,clientLat,clientLon,FirstName,Surname,YOB,Gender,FITZP,SkinConcerns,Allergies,CutitronicsBrandID,CutitronicsSKUCat,CutitronicsSKUType,CutitronicsSKUName,prescribedOn,PrescriptionName,PrescriptionType,presrcibedAM,prescribedPM,CartInitLevel,installDate
193,45,bb1,SS4,28.00,inUse,3,22,66,37,5,client2,06/06/2020 07:00,dispense,ab2,94,22,06/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,75,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
194,46,bb1,SS4,27.00,inUse,3,24,71,41,7,client2,07/06/2020 07:00,dispense,ab2,87,24,07/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,80,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
195,47,bb1,SS4,25.00,inUse,2,20,69,35,3,client2,08/06/2020 07:00,dispense,ab2,83,20,08/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,79,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
196,48,bb1,SS4,23.00,inUse,2,20,69,35,3,client2,08/06/2020 23:00,dispense,ab2,79,20,08/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,84,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
197,49,bb1,SS4,21.00,inUse,2,18,71,20,3,client2,09/06/2020 07:00,dispense,ab2,100,18,09/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,81,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
198,50,bb1,SS4,20.00,inUse,2,25,75,25,4,client2,09/06/2020 23:00,dispense,ab2,95,25,09/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,80,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
199,51,bb1,SS4,19.00,inUse,2,25,75,25,4,client2,10/06/2020 07:00,dispense,ab2,79,25,10/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,85,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
200,52,bb1,SS4,17.00,inUse,2,19,78,22,6,client2,11/06/2020 07:00,dispense,ab2,94,19,11/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,84,78,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
201,53,bb1,SS4,16.00,inUse,2,23,65,42,3,client2,12/06/2020 07:00,dispense,ab2,85,23,12/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,85,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
202,54,bb1,SS4,14.00,inUse,2,25,77,47,4,client2,13/06/2020 07:00,dispense,ab2,85,25,13/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,84,77,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
203,55,bb1,SS4,13.00,inUse,2,22,70,45,6,client2,13/06/2020 23:00,dispense,ab2,76,22,13/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,83,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
204,56,bb1,SS4,11.00,inUse,2,22,70,45,5,client2,14/06/2020 07:00,dispense,ab2,95,22,14/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,85,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
205,57,bb1,SS4,10.00,inUse,2,22,70,45,3,client2,14/06/2020 23:00,dispense,ab2,82,22,14/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,86,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
206,58,bb1,SS4,8.00,inUse,3,24,65,36,4,client2,15/06/2020 07:00,dispense,ab2,99,24,15/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,86,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
207,59,bb1,SS4,6.00,inUse,3,23,75,31,6,client2,15/06/2020 23:00,dispense,ab2,100,23,15/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,85,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
208,60,bb1,SS4,4.00,inUse,3,20,69,35,3,client2,16/06/2020 07:00,dispense,ab2,97,20,16/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,87,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
209,61,bb1,SS4,2.00,inUse,2,20,69,35,3,client2,16/06/2020 23:00,dispense,ab2,99,20,16/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,87,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,30/05/2020
210,1,b2,SS5,0.00,inUse,3,18,71,20,3,client2,01/05/2020 06:30,dispense,ab2,90,18,01/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,71,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
211,2,b2,SS5,44.00,inUse,4,25,74,36,3,client2,07/05/2020 06:30,dispense,ab2,88,25,07/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
212,3,b2,SS5,40.00,inUse,4,19,66,23,4,client2,14/05/2020 06:30,dispense,ab2,89,19,14/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
213,4,b2,SS5,37.00,inUse,4,23,71,32,6,client2,18/05/2020 06:30,dispense,ab2,88,23,18/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
214,5,b2,SS5,34.00,inUse,3,25,65,42,3,client2,22/05/2020 06:30,dispense,ab2,76,25,22/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
215,6,b2,SS5,30.00,inUse,3,22,77,47,4,client2,26/05/2020 06:30,dispense,ab2,94,22,26/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
216,7,b2,SS5,27.00,inUse,3,22,70,45,6,client2,30/05/2020 06:30,dispense,ab2,87,22,30/05/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,,,,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
217,8,b2,SS5,24.00,inUse,4,22,70,45,5,client2,01/06/2020 06:30,dispense,ab2,83,22,01/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,73,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
218,9,b2,SS5,21.00,inUse,4,24,70,45,3,client2,06/06/2020 06:30,dispense,ab2,79,24,06/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,75,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
219,10,b2,SS5,17.00,inUse,3,23,65,36,4,client2,10/06/2020 06:30,dispense,ab2,100,23,10/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,85,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
220,11,b2,SS5,14.00,inUse,4,20,75,31,6,client2,15/06/2020 06:30,dispense,ab2,95,20,15/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,87,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
221,12,b2,SS5,11.00,inUse,4,20,66,37,3,client2,17/06/2020 06:30,dispense,ab2,79,20,17/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,83,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
222,13,b2,SS5,7.00,inUse,3,18,66,37,4,client2,20/06/2020 06:30,dispense,ab2,94,18,20/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,84,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
223,14,b2,SS5,4.00,inUse,3,18,66,37,5,client2,23/06/2020 06:30,dispense,ab2,85,18,23/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,84,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
224,15,b2,SS5,0.00,inUse,4,18,71,41,7,client2,28/06/2020 06:30,dispense,ab2,85,18,28/06/2020 06:30,unknown,unknown,1.0.0,55.982002,-3.394142,83,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Mask,Mask,Exfoliating Face Mask,28/04/2020 15:00,N/A,as REQUIRED,3,3,50,01/05/2020
225,1,4ab,ASCL1,98.00,inUse,2,22,72,36,6,client3,01/05/2020 09:00,dispense,ab3,79,22,01/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,64,72,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
226,2,4ab,ASCL1,96.00,inUse,3,26,69,42,5,client3,01/05/2020 22:04,dispense,ab3,80,26,01/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,65,69,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
227,3,4ab,ASCL1,93.00,inUse,2,21,68,39,7,client3,02/05/2020 09:00,dispense,ab3,80,21,02/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,63,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
228,4,4ab,ASCL1,91.00,inUse,3,21,71,38,5,client3,02/05/2020 22:04,dispense,ab3,77,21,02/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,60,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
229,5,4ab,ASCL1,89.00,inUse,2,23,68,32,5,client3,03/05/2020 09:00,dispense,ab3,80,23,03/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,65,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
230,6,4ab,ASCL1,87.00,inUse,3,21,68,41,5,client3,03/05/2020 22:04,dispense,ab3,77,21,03/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,63,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
231,7,4ab,ASCL1,84.00,inUse,2,19,69,44,6,client3,04/05/2020 09:00,dispense,ab3,83,19,04/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,61,69,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
232,8,4ab,ASCL1,81.00,inUse,3,25,69,42,5,client3,04/05/2020 22:04,dispense,ab3,83,25,04/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,64,69,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
233,9,4ab,ASCL1,78.00,inUse,2,19,73,39,7,client3,07/05/2020 09:00,dispense,ab3,78,19,07/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,64,73,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
234,10,4ab,ASCL1,75.00,inUse,3,24,73,40,7,client3,07/05/2020 22:04,dispense,ab3,83,24,07/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,67,73,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
235,11,4ab,ASCL1,72.00,inUse,2,25,75,34,5,client3,08/05/2020 09:00,dispense,ab3,77,25,08/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,68,75,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
236,12,4ab,ASCL1,69.00,inUse,3,22,72,32,5,client3,08/05/2020 22:04,dispense,ab3,77,22,08/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,70,72,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
237,13,4ab,ASCL1,66.00,inUse,2,20,68,35,6,client3,09/05/2020 09:00,dispense,ab3,79,20,09/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,65,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
238,14,4ab,ASCL1,64.00,inUse,3,20,74,32,7,client3,09/05/2020 22:04,dispense,ab3,82,20,09/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,67,74,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
239,15,4ab,ASCL1,61.00,inUse,2,20,71,37,7,client3,10/05/2020 09:00,dispense,ab3,77,20,10/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,69,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
240,16,4ab,ASCL1,59.00,inUse,3,21,72,31,7,client3,10/05/2020 22:04,dispense,ab3,81,21,10/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,68,72,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
241,17,4ab,ASCL1,56.00,inUse,2,21,71,41,7,client3,11/05/2020 09:00,dispense,ab3,78,21,11/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,66,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
242,18,4ab,ASCL1,54.00,inUse,3,22,69,37,6,client3,11/05/2020 22:04,dispense,ab3,79,22,11/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,65,69,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
243,19,4ab,ASCL1,51.00,inUse,2,19,75,40,7,client3,13/05/2020 09:00,dispense,ab3,81,19,13/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,67,75,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
244,20,4ab,ASCL1,48.00,inUse,3,18,68,40,5,client3,13/05/2020 22:04,dispense,ab3,82,18,13/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,69,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
245,21,4ab,ASCL1,45.00,inUse,2,26,71,34,6,client3,14/05/2020 09:00,dispense,ab3,83,26,14/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,69,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
246,22,4ab,ASCL1,43.00,inUse,3,26,71,43,7,client3,14/05/2020 22:04,dispense,ab3,83,26,14/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,71,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
247,23,4ab,ASCL1,40.00,inUse,2,22,71,34,5,client3,15/05/2020 09:00,dispense,ab3,79,22,15/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,71,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
248,24,4ab,ASCL1,38.00,inUse,3,26,70,38,6,client3,15/05/2020 22:04,dispense,ab3,80,26,15/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,65,70,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
249,25,4ab,ASCL1,35.00,inUse,2,21,72,34,5,client3,16/05/2020 09:00,dispense,ab3,80,21,16/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,67,72,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
250,26,4ab,ASCL1,33.00,inUse,3,21,68,31,5,client3,16/05/2020 22:04,dispense,ab3,77,21,16/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,71,68,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
251,27,4ab,ASCL1,30.00,inUse,2,23,71,32,5,client3,17/05/2020 09:00,dispense,ab3,80,23,17/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,72,71,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
252,28,4ab,ASCL1,28.00,inUse,3,21,70,41,7,client3,17/05/2020 22:04,dispense,ab3,77,21,17/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,74,70,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
253,29,4ab,ASCL1,25.00,inUse,2,19,75,35,7,client3,18/05/2020 09:00,dispense,ab3,83,19,18/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,70,75,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
254,30,4ab,ASCL1,22.00,inUse,3,25,74,40,7,client3,19/05/2020 09:00,dispense,ab3,83,25,19/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,70,74,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
255,31,4ab,ASCL1,20.00,inUse,2,19,72,41,7,client3,20/05/2020 09:00,dispense,ab3,78,19,20/05/2020 09:00,unknown,unknown,1.0.0,51.514515,-0.43606,75,72,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
256,32,4ab,ASCL1,18.00,inUse,3,24,74,38,7,client3,20/05/2020 22:04,dispense,ab3,83,24,20/05/2020 22:04,unknown,unknown,1.0.0,51.514515,-0.43606,73,74,0,FACE,Registered,51.514515,-0.43606,Jane,Doe,1968,Female,3,Mature,None,ISHGA,Face Cleanser,Cleansing Lotion,Active Seaweed Cleansing Lotion,28/04/2020 12:00,Mature,DAILY,2,3,100,01/05/2020
